transaction_id,transaction_date,Date_Brackets,transaction_time,Transaction time ,transaction_qty,store_location,product_id,unit_price,product_category,product_type,product_detail,Product Braket,Sales
375,1/1/2023,Jan,4:07:20 PM,Afternoon,2,Astoria,23,2.50,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Our Old Time Diner Blend,5.00
376,1/1/2023,Jan,4:08:59 PM,Afternoon,2,Astoria,42,2.50,Tea,Brewed herbal tea,Lemon Grass Rg,Lemon Grass,5.00
377,1/1/2023,Jan,4:10:37 PM,Afternoon,2,Astoria,42,2.50,Tea,Brewed herbal tea,Lemon Grass Rg,Lemon Grass,5.00
378,1/1/2023,Jan,4:12:00 PM,Afternoon,1,Hell's Kitchen,87,3.00,Coffee,Barista Espresso,Ouro Brasileiro shot,Ouro Brasileiro shot,3.00
379,1/1/2023,Jan,4:17:06 PM,Afternoon,2,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Jamaican Coffee River,4.90
380,1/1/2023,Jan,4:17:52 PM,Afternoon,2,Astoria,29,2.50,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Columbian Medium Roast,5.00
381,1/1/2023,Jan,4:19:00 PM,Afternoon,2,Hell's Kitchen,29,2.50,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Columbian Medium Roast,5.00
382,1/1/2023,Jan,4:19:17 PM,Afternoon,1,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Spicy Eye Opener Chai,2.55
383,1/1/2023,Jan,4:19:26 PM,Afternoon,2,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Cappuccino,7.50
384,1/1/2023,Jan,4:20:07 PM,Afternoon,2,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,7.50
385,1/1/2023,Jan,4:22:07 PM,Afternoon,1,Lower Manhattan,22,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Our Old Time Diner Blend,2.00
386,1/1/2023,Jan,4:22:38 PM,Afternoon,1,Astoria,22,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Our Old Time Diner Blend,2.00
387,1/1/2023,Jan,4:25:28 PM,Afternoon,1,Astoria,44,2.50,Tea,Brewed herbal tea,Peppermint Rg,Peppermint,2.50
388,1/1/2023,Jan,4:27:42 PM,Afternoon,1,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Spicy Eye Opener Chai,2.55
389,1/1/2023,Jan,4:28:00 PM,Afternoon,2,Hell's Kitchen,53,3.00,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Traditional Blend Chai,6.00
390,1/1/2023,Jan,4:28:57 PM,Afternoon,1,Lower Manhattan,42,2.50,Tea,Brewed herbal tea,Lemon Grass Rg,Lemon Grass,2.50
391,1/1/2023,Jan,4:29:36 PM,Afternoon,2,Astoria,27,3.50,Coffee,Organic brewed coffee,Brazilian Lg,Brazilian,7.00
392,1/1/2023,Jan,4:30:12 PM,Afternoon,1,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Cappuccino,3.75
393,1/1/2023,Jan,4:33:35 PM,Afternoon,1,Astoria,35,3.10,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Jamaican Coffee River,3.10
394,1/1/2023,Jan,4:35:11 PM,Afternoon,1,Lower Manhattan,28,2.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Columbian Medium Roast,2.00
395,1/1/2023,Jan,4:39:24 PM,Afternoon,1,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,3.75
396,1/1/2023,Jan,4:39:27 PM,Afternoon,1,Hell's Kitchen,58,3.50,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Dark chocolate,3.50
397,1/1/2023,Jan,4:40:18 PM,Afternoon,1,Astoria,33,3.50,Coffee,Gourmet brewed coffee,Ethiopia Lg,Ethiopia,3.50
398,1/1/2023,Jan,4:40:19 PM,Afternoon,1,Lower Manhattan,46,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg,Serenity Green Tea,2.50
399,1/1/2023,Jan,4:41:51 PM,Afternoon,1,Lower Manhattan,23,2.50,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Our Old Time Diner Blend,2.50
400,1/1/2023,Jan,4:43:33 PM,Afternoon,2,Hell's Kitchen,50,2.50,Tea,Brewed Black tea,Earl Grey Rg,Earl Grey,5.00
401,1/1/2023,Jan,4:44:46 PM,Afternoon,2,Astoria,54,2.50,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Morning Sunrise Chai,5.00
402,1/1/2023,Jan,4:47:05 PM,Afternoon,1,Lower Manhattan,44,2.50,Tea,Brewed herbal tea,Peppermint Rg,Peppermint,2.50
403,1/1/2023,Jan,4:47:05 PM,Afternoon,1,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Ginger Scone,3.25
404,1/1/2023,Jan,4:48:31 PM,Afternoon,2,Lower Manhattan,44,2.50,Tea,Brewed herbal tea,Peppermint Rg,Peppermint,5.00
405,1/1/2023,Jan,4:49:19 PM,Afternoon,1,Lower Manhattan,53,3.00,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Traditional Blend Chai,3.00
406,1/1/2023,Jan,4:49:19 PM,Afternoon,1,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Chocolate Croissant,3.75
407,1/1/2023,Jan,4:49:38 PM,Afternoon,1,Astoria,52,2.50,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Traditional Blend Chai,2.50
408,1/1/2023,Jan,4:52:13 PM,Afternoon,2,Hell's Kitchen,42,2.50,Tea,Brewed herbal tea,Lemon Grass Rg,Lemon Grass,5.00
409,1/1/2023,Jan,4:52:51 PM,Afternoon,1,Lower Manhattan,50,2.50,Tea,Brewed Black tea,Earl Grey Rg,Earl Grey,2.50
410,1/1/2023,Jan,4:56:48 PM,Afternoon,1,Astoria,28,2.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Columbian Medium Roast,2.00
411,1/1/2023,Jan,4:58:42 PM,Afternoon,1,Astoria,58,3.50,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Dark chocolate,3.50
412,1/1/2023,Jan,4:58:42 PM,Afternoon,1,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Hazelnut Biscotti,3.25
413,1/1/2023,Jan,5:01:03 PM,Evening,2,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,7.50
414,1/1/2023,Jan,5:01:31 PM,Evening,2,Hell's Kitchen,50,2.50,Tea,Brewed Black tea,Earl Grey Rg,Earl Grey,5.00
415,1/1/2023,Jan,5:03:21 PM,Evening,1,Astoria,50,2.50,Tea,Brewed Black tea,Earl Grey Rg,Earl Grey,2.50
416,1/1/2023,Jan,5:05:44 PM,Evening,2,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,7.50
417,1/1/2023,Jan,5:09:18 PM,Evening,2,Hell's Kitchen,47,3.00,Tea,Brewed Green tea,Serenity Green Tea Lg,Serenity Green Tea,6.00
418,1/1/2023,Jan,5:10:34 PM,Evening,1,Astoria,27,3.50,Coffee,Organic brewed coffee,Brazilian Lg,Brazilian,3.50
419,1/1/2023,Jan,5:10:35 PM,Evening,1,Astoria,59,4.50,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Dark chocolate,4.50
420,1/1/2023,Jan,5:11:58 PM,Evening,2,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,7.50
421,1/1/2023,Jan,5:13:17 PM,Evening,2,Lower Manhattan,31,2.20,Coffee,Gourmet brewed coffee,Ethiopia Sm,Ethiopia,4.40
422,1/1/2023,Jan,5:16:17 PM,Evening,1,Hell's Kitchen,35,3.10,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Jamaican Coffee River,3.10
423,1/1/2023,Jan,5:17:19 PM,Evening,2,Hell's Kitchen,55,4.00,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Morning Sunrise Chai,8.00
424,1/1/2023,Jan,5:17:22 PM,Evening,1,Hell's Kitchen,31,2.20,Coffee,Gourmet brewed coffee,Ethiopia Sm,Ethiopia,2.20
425,1/1/2023,Jan,5:18:36 PM,Evening,1,Astoria,29,2.50,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Columbian Medium Roast,2.50
426,1/1/2023,Jan,5:19:08 PM,Evening,2,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Jamaican Coffee River,4.90
427,1/1/2023,Jan,5:19:08 PM,Evening,1,Lower Manhattan,75,3.50,Bakery,Pastry,Croissant,Croissant,3.50
428,1/1/2023,Jan,5:19:11 PM,Evening,2,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Latte,8.50
429,1/1/2023,Jan,5:19:28 PM,Evening,2,Hell's Kitchen,28,2.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Columbian Medium Roast,4.00
430,1/1/2023,Jan,5:19:49 PM,Evening,2,Hell's Kitchen,87,3.00,Coffee,Barista Espresso,Ouro Brasileiro shot,Ouro Brasileiro shot,6.00
431,1/1/2023,Jan,5:19:49 PM,Evening,1,Hell's Kitchen,78,4.50,Bakery,Scone,Scottish Cream Scone ,Scottish Cream Scone,4.50
432,1/1/2023,Jan,5:20:02 PM,Evening,2,Hell's Kitchen,46,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg,Serenity Green Tea,5.00
433,1/1/2023,Jan,5:20:02 PM,Evening,1,Hell's Kitchen,77,3.00,Bakery,Scone,Oatmeal Scone,Oatmeal Scone,3.00
434,1/1/2023,Jan,5:22:36 PM,Evening,1,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,3.75
435,1/1/2023,Jan,5:23:03 PM,Evening,1,Lower Manhattan,48,2.50,Tea,Brewed Black tea,English Breakfast Rg,English Breakfast,2.50
436,1/1/2023,Jan,5:23:04 PM,Evening,1,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Cappuccino,4.25
437,1/1/2023,Jan,5:25:45 PM,Evening,2,Astoria,58,3.50,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Dark chocolate,7.00
438,1/1/2023,Jan,5:26:15 PM,Evening,1,Hell's Kitchen,35,3.10,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Jamaican Coffee River,3.10
439,1/1/2023,Jan,5:26:15 PM,Evening,1,Hell's Kitchen,76,3.50,Bakery,Biscotti,Chocolate Chip Biscotti,Chocolate Chip Biscotti,3.50
440,1/1/2023,Jan,5:28:42 PM,Evening,1,Lower Manhattan,37,3.00,Coffee,Barista Espresso,Espresso shot,Espresso shot,3.00
441,1/1/2023,Jan,5:28:42 PM,Evening,1,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Cranberry Scone,3.25
442,1/1/2023,Jan,5:29:25 PM,Evening,1,Astoria,46,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg,Serenity Green Tea,2.50
443,1/1/2023,Jan,5:29:25 PM,Evening,1,Astoria,75,3.50,Bakery,Pastry,Croissant,Croissant,3.50
444,1/1/2023,Jan,5:34:47 PM,Evening,2,Hell's Kitchen,54,2.50,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Morning Sunrise Chai,5.00
445,1/1/2023,Jan,5:35:26 PM,Evening,1,Astoria,47,3.00,Tea,Brewed Green tea,Serenity Green Tea Lg,Serenity Green Tea,3.00
446,1/1/2023,Jan,5:35:26 PM,Evening,1,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Hazelnut Biscotti,3.25
447,1/1/2023,Jan,5:37:26 PM,Evening,1,Hell's Kitchen,42,2.50,Tea,Brewed herbal tea,Lemon Grass Rg,Lemon Grass,2.50
448,1/1/2023,Jan,5:40:50 PM,Evening,1,Astoria,55,4.00,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Morning Sunrise Chai,4.00
449,1/1/2023,Jan,5:41:55 PM,Evening,2,Astoria,55,4.00,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Morning Sunrise Chai,8.00
450,1/1/2023,Jan,5:41:55 PM,Evening,1,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,Chocolate Croissant,3.75
451,1/1/2023,Jan,5:43:49 PM,Evening,2,Hell's Kitchen,52,2.50,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Traditional Blend Chai,5.00
452,1/1/2023,Jan,5:44:28 PM,Evening,2,Astoria,27,3.50,Coffee,Organic brewed coffee,Brazilian Lg,Brazilian,7.00
453,1/1/2023,Jan,5:44:28 PM,Evening,1,Astoria,74,3.50,Bakery,Biscotti,Ginger Biscotti,Ginger Biscotti,3.50
454,1/1/2023,Jan,5:44:48 PM,Evening,1,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Jamaican Coffee River,2.45
455,1/1/2023,Jan,5:45:21 PM,Evening,1,Hell's Kitchen,27,3.50,Coffee,Organic brewed coffee,Brazilian Lg,Brazilian,3.50
456,1/1/2023,Jan,5:46:21 PM,Evening,2,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,7.50
457,1/1/2023,Jan,5:46:21 PM,Evening,1,Hell's Kitchen,76,3.50,Bakery,Biscotti,Chocolate Chip Biscotti,Chocolate Chip Biscotti,3.50
458,1/1/2023,Jan,5:49:04 PM,Evening,2,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sustainably Grown Organic,7.50
459,1/1/2023,Jan,5:50:19 PM,Evening,1,Lower Manhattan,45,3.00,Tea,Brewed herbal tea,Peppermint Lg,Peppermint,3.00
460,1/1/2023,Jan,5:50:30 PM,Evening,2,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Latte,7.50
461,1/1/2023,Jan,5:51:06 PM,Evening,2,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sustainably Grown Organic,7.50
462,1/1/2023,Jan,5:54:11 PM,Evening,2,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Spicy Eye Opener Chai,5.10
463,1/1/2023,Jan,5:56:46 PM,Evening,1,Hell's Kitchen,30,3.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Columbian Medium Roast,3.00
464,1/1/2023,Jan,5:58:01 PM,Evening,1,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Latte,4.25
465,1/1/2023,Jan,5:59:44 PM,Evening,2,Hell's Kitchen,53,3.00,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Traditional Blend Chai,6.00
466,1/1/2023,Jan,5:59:44 PM,Evening,1,Hell's Kitchen,76,3.50,Bakery,Biscotti,Chocolate Chip Biscotti,Chocolate Chip Biscotti,3.50
467,1/1/2023,Jan,6:01:08 PM,Evening,2,Hell's Kitchen,45,3.00,Tea,Brewed herbal tea,Peppermint Lg,Peppermint,6.00
468,1/1/2023,Jan,6:02:00 PM,Evening,1,Astoria,52,2.50,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Traditional Blend Chai,2.50
469,1/1/2023,Jan,6:02:21 PM,Evening,2,Lower Manhattan,49,3.00,Tea,Brewed Black tea,English Breakfast Lg,English Breakfast,6.00
470,1/1/2023,Jan,6:03:13 PM,Evening,1,Astoria,28,2.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Columbian Medium Roast,2.00
471,1/1/2023,Jan,6:03:13 PM,Evening,1,Astoria,78,4.50,Bakery,Scone,Scottish Cream Scone ,Scottish Cream Scone,4.50
472,1/1/2023,Jan,6:04:34 PM,Evening,1,Astoria,28,2.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Columbian Medium Roast,2.00
473,1/1/2023,Jan,6:06:52 PM,Evening,2,Astoria,30,3.00,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Columbian Medium Roast,6.00
474,1/1/2023,Jan,6:06:52 PM,Evening,1,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Jumbo Savory Scone,3.75
475,1/1/2023,Jan,6:07:13 PM,Evening,1,Hell's Kitchen,23,2.50,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Our Old Time Diner Blend,2.50
476,1/1/2023,Jan,6:08:53 PM,Evening,2,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Jamaican Coffee River,4.90
477,1/1/2023,Jan,6:12:37 PM,Evening,2,Astoria,25,2.20,Coffee,Organic brewed coffee,Brazilian Sm,Brazilian,4.40
478,1/1/2023,Jan,6:13:32 PM,Evening,2,Lower Manhattan,23,2.50,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Our Old Time Diner Blend,5.00
479,1/1/2023,Jan,6:13:41 PM,Evening,2,Hell's Kitchen,57,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Spicy Eye Opener Chai,6.20
480,1/1/2023,Jan,6:14:28 PM,Evening,2,Hell's Kitchen,26,3.00,Coffee,Organic brewed coffee,Brazilian Rg,Brazilian,6.00
481,1/1/2023,Jan,6:17:09 PM,Evening,2,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Jamaican Coffee River,7.50
482,1/1/2023,Jan,6:18:10 PM,Evening,1,Astoria,59,4.50,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Dark chocolate,4.50
483,1/1/2023,Jan,6:19:45 PM,Evening,1,Lower Manhattan,52,2.50,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Traditional Blend Chai,2.50
484,1/1/2023,Jan,6:19:45 PM,Evening,1,Lower Manhattan,76,3.50,Bakery,Biscotti,Chocolate Chip Biscotti,Chocolate Chip Biscotti,3.50
485,1/1/2023,Jan,6:21:22 PM,Evening,1,Astoria,46,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg,Serenity Green Tea,2.50
486,1/1/2023,Jan,6:22:12 PM,Evening,2,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sustainably Grown Organic,9.50
487,1/1/2023,Jan,6:22:48 PM,Evening,2,Lower Manhattan,37,3.00,Coffee,Barista Espresso,Espresso shot,Espresso shot,6.00
488,1/1/2023,Jan,6:22:53 PM,Evening,1,Astoria,32,3.00,Coffee,Gourmet brewed coffee,Ethiopia Rg,Ethiopia,3.00
489,1/1/2023,Jan,6:22:53 PM,Evening,1,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Jumbo Savory Scone,3.75
490,1/1/2023,Jan,6:23:34 PM,Evening,2,Lower Manhattan,53,3.00,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Traditional Blend Chai,6.00
491,1/1/2023,Jan,6:25:51 PM,Evening,1,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sustainably Grown Organic,4.75
492,1/1/2023,Jan,6:25:57 PM,Evening,1,Hell's Kitchen,43,3.00,Tea,Brewed herbal tea,Lemon Grass Lg,Lemon Grass,3.00
493,1/1/2023,Jan,6:27:08 PM,Evening,2,Lower Manhattan,54,2.50,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Morning Sunrise Chai,5.00
494,1/1/2023,Jan,6:29:34 PM,Evening,2,Hell's Kitchen,44,2.50,Tea,Brewed herbal tea,Peppermint Rg,Peppermint,5.00
495,1/1/2023,Jan,6:30:05 PM,Evening,2,Astoria,55,4.00,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Morning Sunrise Chai,8.00
496,1/1/2023,Jan,6:34:56 PM,Evening,2,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sustainably Grown Organic,7.50
497,1/1/2023,Jan,6:39:29 PM,Evening,1,Astoria,22,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Our Old Time Diner Blend,2.00
498,1/1/2023,Jan,6:40:29 PM,Evening,2,Hell's Kitchen,53,3.00,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Traditional Blend Chai,6.00
499,1/1/2023,Jan,6:41:13 PM,Evening,1,Astoria,24,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Our Old Time Diner Blend,3.00
